step,lambda
52224000,11.560522407601503
98732000,13.593380679769727
45513000,16.080765277902426
92104000,9.717261409781269
69934000,5.630274246693873
46571000,22.043318292682937
84410000,4.944760487098209
14531000,12.764044079291034
72370000,4.214330575410625
97088000,10.774455309216863
37045000,13.802367171050712
11282000,14.428699485714274
26133000,18.687159999999967
49896000,21.828197525773195
95137000,9.836654821567956
50296000,23.010819191919197
15993000,9.471577453212431
18685000,15.7747449431818
97106000,10.8131873833125
47457000,22.17186000000001
55502000,1.6379104601098935
90185000,8.862756313985505
17805000,16.201068023255797
34892000,20.852271621621604
20666000,15.605709157303348
85701000,5.104360419726026
20784000,15.741533522727254
88973000,9.061633992739296
96353000,12.328231841155226
99868000,12.313102426470582
29508000,18.523788232323206
91128000,8.767457352941173
94320000,11.073471853593759
64020000,4.287931179836063
27343000,19.195365340909063
12621000,14.795051931818172
18031000,16.023245287356307
23831000,17.61002022857141
82841000,6.6850676414634105
8496000,15.371910225988689
36690000,20.937749726027377
76241000,4.059030702986106
11025000,14.511623390804584
95251000,8.470814831278211
74139000,13.965142460738255
13047000,14.371626647727261
52469000,11.949937455943086
53949000,1.2156916843697516
79903000,7.450214320401451
24353000,17.80206868571426
49944000,22.70666292134833
79338000,7.441427415622773
95696000,12.47762777343749
13879000,14.705849244186028
55605000,24.129171794871784
94935000,9.273488191128418
47629000,22.536796153846165
67736000,3.945379378923074
23136000,17.58150617021274
88665000,9.401247766475919
49987000,20.50879706098591
50896000,23.489411250000014
46204000,23.08757125000001
88746000,9.320241565366587
2364000,15.301025747126424
35603000,21.067860958904085
21621000,15.789503444444422
11223000,14.328499828571418
90397000,9.147150078740156
9884000,14.71972045197739
81838000,5.779556716044771
71912000,9.402569552941173
65947000,9.569604906468529
32424000,20.114100671140914
96235000,12.42339147859921
38405000,16.270543404255314
38303000,15.836959586830975
33991000,20.782061805555536
20340000,16.02437741573032
70183000,8.20257282140576
59383000,3.167460607630049
5941000,15.238641371428551
83418000,4.673530814767929
8952000,15.161416647398829
97225000,10.708910835352116
8877000,15.002614090909077
94144000,12.159612352035708
44985000,15.837477686717158
82280000,8.998412447173257
67842000,3.9306537927131755
65867000,13.999624817096773
71029000,3.6407486490677923
17112000,16.336994186046493
81695000,5.520266496984122
82099000,9.254535870416674
40028000,15.950941221374045
39065000,16.22517481481481
6383000,15.832861249999983
71320000,19.994618888888873
11047000,14.50322477011493
82077000,9.518146180769234
51485000,23.59088555555557
43571000,16.405299026118428
76569000,4.722586670942026
89859000,10.418374717932693
2847000,15.497488799999987
42371000,22.635407075471697
64428000,4.000475207131144
96368000,12.706663286713272
23878000,17.476421257142828
52171000,11.599600018618208
33646000,20.489110144927515
1223000,14.370250514285704
33553000,20.76824468085104
76262000,4.430286101146495
18118000,16.040041609195384
63833000,4.068828579913789
3535000,15.60306525423727
97134000,11.33596472875776
83204000,6.6777868290209765
90909000,8.686917716535431
15898000,9.471577453212431
71337000,19.551550877192966
21712000,15.580988114285697
68995000,6.813610254318178
43824000,15.629535205735284
22243000,16.443047696629193
83355000,4.679946083063057
88151000,7.293289816902651
22771000,16.492667075845578
59225000,2.8877224272618967
98097000,13.717599082303364
42564000,21.703893649289096
79283000,7.560126857411341
4644000,16.139677288135577
78714000,5.376496976641218
88887000,9.174328805778462
81215000,5.236137171212115
35079000,20.699268874172162
47301000,22.049715384615396
6068000,15.46272090395479
37112000,20.796182898550708
19286000,16.17617614035086
18412000,15.958055141242916
48439000,21.54925714285715
60699000,12.192722358172036
28569000,19.90624685714283
92421000,8.751966260671397
73019000,4.036174704417471
71368000,20.387761375661352
87272000,11.19248898569149
62191000,12.189408537927266
81457000,5.190351610239996
1985000,14.796095999999988
97472000,14.162788461538454
16319000,9.535737363247417
8513000,15.35539841807908
73781000,14.029881607972975
45167000,15.897407447085417
8544000,15.19854214689264
15577000,9.471577453212431
48592000,19.100019211822204
98181000,13.852558609428565
78148000,5.95507854308219
56066000,13.834055205703539
96262000,12.491620389105046
56986000,5.6047806930136925
54490000,1.2239828129059869
26163000,18.643691176470565
80067000,7.432829291660644
8004000,15.250638390804584
11747000,14.280299488636354
7120000,15.520510395480208
46716000,22.00990625000001
48894000,15.43806116784551
33657000,20.561717857142835
20232000,16.032354802259867
17211000,16.216397241379287
96083000,12.564370748031488
75271000,3.877031182258059
21357000,15.702132316384155
82170000,10.150342044128694
4343000,15.958054237288117
71847000,12.680458279859945
66322000,3.717426383439994
81717000,5.46826085898437
12488000,14.893086553672305
63080000,12.478999450439995
28235000,19.71832701149422
15218000,9.350438489481862
25945000,18.356275502958553
17427000,15.965084571428555
73730000,14.206502536944447
76631000,4.691378450676688
91083000,8.887410074626866
60748000,12.023474330688396
28110000,19.565309302325545
8737000,14.971445028571416
31353000,10.003329096865668
15080000,9.339582478677245
3989000,16.223077159090895
77239000,5.368976656212116
70971000,3.6968442558119623
81074000,4.772779834610386
88247000,7.332790357363635
